# Constructed from biom file
#OTU ID	m54271_200325
517795d715a46e3a69eae7483e97c967b60fb35e	1.0
1e9fbb17525e890769a44ea9bbb1c651f37289d0	1.0
2bb0d0e8567e607af72ee916fbac504d97cf68fc	4.0
8cd4ac9fc387c4345a673eacaf1edf9a0f4b8a3a	1.0
a63829a8a907489f7779b6047b79f4672129a1af	2.0
2e83bd238c85c4c5cd63a5f905e4e0ce3c1c60ef	1.0
3baecb7064738fe00ecf1c91f91d91f5b7cd6af6	2.0
10a5e9491fa794099ba1483416f75d6c339745bf	1.0
aaa01f79bcccfe0b8b9fff6c4069af3cfe7b6d80	1.0
4576fff1ead62dbc9bc20b0db10e220c7792ee72	1.0
e80231255ecbe5f315a6e1d617041ee7d7f909b3	1.0
050b57f32dfb3089e44966339d17161ac863fc38	16.0
8528d11e3af56bfe02001c6eef6f3677f27de81e	1.0
0a44a51a5878e800385eb7c6401c060684207363	2.0
239b5810939fc775299c090f89226b4ef02fab2a	1.0
12b350f24f67e54c43ec4dc0b6606284e8c25d41	3.0
3197c963a33490430c0c005ce022f2915a9f70a0	1.0
2dc1f6917a91b4144a006dcf9ea00ca5903c878f	6.0
f16abb913f23999910edd7de26c8a29cb8ab52e0	1.0
8d80322b09d2fe99e8047ae7482dc4be3acfa3c0	1.0
4c9ebe1ae1098fdc6b5be381689d090e45abcd7f	1.0
511cfcd469dba9f321bc055c41e32fac88c69cce	1.0
af23e2cbfdbd9eac03fcf434ffd0f1a8266cf8fb	1.0
93e4c161d036cb8d06eb1853827b2871410c822f	1.0
884c1575ce06bc787bbd973202388f51bcbae0a1	1.0
4a823d8fd2235de9a038dacbc2a6303caedd8d64	1.0
a4241dd34747e4dcdc19d57edb09e5a2afc221c6	1.0
064106c53c59ea7311d4f7fed2def62a97cd6c4c	1.0
56376b9d2035c79d777174ab23ac43d1e42846d6	1.0
a8913ffb13f09218be78ead232da4e443509ea9b	1.0
df2cba8c782eaccb16e235eb8e173e7e8ee06adc	1.0
45a05c4bba03544f3751d3c3fa20590b0c230956	1.0
19cb1e486f1674f36cbd069f4a4f3ec79ccc7ccd	1.0
9a00ae71088476278062f6a7564c572a65f4710d	8.0
4527bbb3872ce7a7a17dedf29b80adf9f685a65a	1.0
47b09f923777bd27d101a8812b3d4cd575711942	5.0
57084465308066c2a1cf96092949f28c21f97b7f	1.0
9fcb6b97f657993f9dca8e0aee5d4d7731d231a6	1.0
18d2d62eb47a2b52e48956e272f3a103ad9b503a	2.0
6136dd1b8043c211fa666e5fceb656c3ffef62a9	1.0
b6bb4720b3940c41d4024cec4695cf8916312c83	1.0
10134040f0a4846b5dafe032b24bd32d0311a6f9	1.0
f0351d683ca3e546f9d6fd951dbae0b1b74a5a34	1.0
cee38e76f0a8854615fb4d268ab81ebcc2202221	2.0
556275887dc3ea916b49ffdb278dc8bb127e0a08	1.0
694402572649879fb288c7dd214399c190a488fa	2.0
587df92a296f6196c8d6c4c2516005cb30c88252	1.0
618c34a4ba96bea9f0426b6c019021619d39b0f5	3.0
68ecd5dc22fe50e07a94839ce5cdfbf0c1e1806b	1.0
7889611522d8829bc2f2f4fcb0c91940e9a15861	2.0
0ac71b7dbc0bb708a04aa130a385eb3f911e108f	1.0
1f25def405c7504c4767b20ff27775c076ad6647	1.0
69aaa4233e96569d83852367397a5f065ab79f52	2.0
d25bc88a92e60ebf33a9063c8cc7cf85ce52cec0	1.0
92fe4526312e6ca293012740672692f3b75c448f	1.0
1ca560099e3b268e6c012a553065feaa04a38094	1.0
976b3f9ceb3de7a8982e37b47968b75722718f66	2.0
45a8550adde2922f89f2d9364f29281c6056c7aa	1.0
002fd3abb2f6751f477504342d82634ea1cb8182	23.0
354c2d856298348b1e4d2271f00be48bef46520f	3.0
b241577b8c6b26993419097bfda43599c7bc2f9a	1.0
23212ccc37fccafaf70b9457b6a259c1a70a068f	1.0
1ab0c318f98e33f52ac95a42a51c701d8b39ad29	4.0
809279c46653e1e19dcb61d01d01ba33a0ad732f	1.0
510d94e68028aa9ff2bdb9771948136989527e5c	2.0
5d6d8c4bccd3f011d62db265f00347ab3359c474	1.0
999793bd3253eff708e77770b462efd49675da90	1.0
5d95b78c337637be5276d5f9a3cb98e3a5227ca7	1.0
45d96e4a2c3e0533cdf091c0c4368bff1a8e2280	4.0
a074ef14e858d51bf73be301d5a9d1adcf3c3b88	1.0
ded940bcf4c91e696b395792e31cf8e6cd495543	1.0
2669cb2e19dfc304bb01774ea041c2558120f9ab	2.0
2e50d5f3b113db35e86735a519525411a9181b46	1.0
82744b04e32f0f02937c16a8d65518e5be9d509b	1.0
7754b55b88a82520349692d911e5c03ecfb59701	1.0
3ee1f6f341542542d5ef7c96cb48d93526e9f313	1.0
ec207be1432e5b83a2c4e0a9dd0c32bc96d74e79	1.0
bf7aa66da2ffd1f72e1965e7b08fefba8405e738	1.0
0139601dfd6a3467c46cc36b38222a3792fe1e3e	1.0
975635c71482a8cf90a5847e22805073a1b1ec88	1.0
31dcc474661be4f279bfad62afc5569b836910cf	2.0
cf1f6fbb62db7acb114494a05f055bbcacd4d6bb	1.0
92b147372f236b17ff6dec4daa37560eefb81e72	1.0
8f8249cef4176edfbed86dc8402a9094026b2d50	1.0
e000d82f23301aaf6f9341b637fac60effb8d8d0	1.0
a10bb2f40182d22b4945fb3af76f141caf8d447f	1.0
af06da3d78f233690b59dabf14873c29e6def04d	1.0
9cbba292a4c4fe608168d64fcf0d8e8cd713f16c	2.0
1675526f42911bfcae910c5ff6d944c14383ede5	1.0
540fce572a65fafd6675206ebc94b59cf591a118	1.0
078c9589f03ab5b218ac780c961c82a99e2a9ded	3.0
3b2060abf142c95b036c87f2b29ea1e4efbb95b8	1.0
c5b7169f031ffe13598f3820acdae8ac118a607e	1.0
0615184d5e56b7efffae08760cc8cce26765fe5a	5.0
92a9ae0af92afc9073c6f0c39071fab4bfb043ca	1.0
323cf8e4c41ee974bfffb2ef1fd958ca65f5813f	2.0
41cdf9186b3d23f1c469b9e2b66c6456f20e4517	7.0
4b7ac4b3c28fc429e22b36905b1c15c982a0247e	1.0
cfe4088fb2cbcb1debb7419ce386122b7956d9f0	1.0
5d4901e2c1114c28d00d4f7264653eef978ed858	1.0
4939633b561437870d3016420c24de5f8e96a62a	1.0
67c8dca70f8d0c0a73e388755568b29bc6b0d1a3	1.0
02cd711b5ce55d45b510bc842d279e91e1eb674d	1.0
fd91b2685432834fb68c39d9d30103f592db9f2d	1.0
5419e2ef56f20037bda56bdd0c1acb1dded33605	2.0
0a64c096915aea46df5e7f818d0ba2ef2fab0668	1.0
74de880ee263246562dbd14c969f4dd5e5c78950	1.0
47ec56b3e62524206aeef324a24430244faed5ee	1.0
c4b382a31ac2ca6a993a25dce5910f8ce6ad3138	1.0
fd7a971f8d99fb4daf5d5842ef4b0ecbdbee68db	1.0
1e47229b7a6157755e6deee4f40d8893c90e9b9c	1.0
c1a0c25269b519a4f74c09e63156878fbdec7fb8	1.0
43d407c5dd84576789656d437b2244a91758b95b	1.0
9c22696b29ba00ea4acf412865bc658fc8d10a89	3.0
8c63f9474ce39a0341b39fe33842a5689c5c2599	1.0
a2e922ad4c9a67c21986a24e9faafc1403052c2b	1.0
02d27e1c3e8d595e19794ebc5fe94a4246d7d3e3	11.0
9b300f4720a51ac10667f4965d1b6396469d6502	1.0
6941513ca8756daa7abd0cbff291e1a00e762b59	1.0
1647cbf9014f5df933ce1f969d0f2bfdb57ab787	2.0
3d5ada7e4b66aa8abc0289090597812439084115	1.0
3416e14cfa7ad3669c64db555cf50f75544f4402	1.0
56760a698efc7928b17a208f3aa4cc30adc95ac1	1.0
e12e2b9bb828d9a427ad2dc6da9b074af196071d	1.0
eaecd5a3b8e1cb2f0da95080d2f8e70e4bbe9f38	1.0
733915726636deeb2c30e754baa5d7292798cb4a	1.0
72247ab11388e0893f473189bf98ef56b1ebcd71	1.0
94a514224275f17b31d265c6f341d8ee3c127b26	1.0
d51a8f03d7cb66ece5e552d7cb633a84e1046a47	1.0
76ea71ba79975a46a6dfa7a5536cebd2d9f2c97f	1.0
c803c5f710ec78a9300d8731d912d3e4dbd4f81d	1.0
e6339b5e8516474a78c1fb9a1f37ee68d8533c92	1.0
45d4d75b6da48ec6e3d525520ced9e65905a7406	1.0
796aae460881dd42903fd38d5a9b4ab60e0d297f	1.0
683546513e14294b9a108208343c55340679a442	2.0
b8b0278a87ba7a6c073e50a27daad4d42b1915e7	1.0
afe942c8f665375786db907e9f733aa385fab0e0	1.0
a2dc3dc13571ae216faef7eb9de6e554d06edd60	1.0
50a6512cd46d7a081ca51e396149b1b5df7c013d	2.0
2ecdfbf807bee791268fbe84ad911229ae7e5df5	2.0
1683139aecc33e257ade9b0a0ac1c7539c7aaf35	4.0
6ed503965c28ebec296dbd930a25ae2e02116cce	1.0
846ac7efcc03fb1381e792b9daab3709eca16321	1.0
544cc85ec5fc6b19e4a8afe313b7e00b72612cdd	2.0
6195d6d59cb8e4021a39c985582cebf36c2c8860	1.0
e9179ba3253fec1eff15a0725c1bfcd6786c69e5	1.0
83c55f76acfb86d07e7274a6633f51b4899077b9	1.0
de0cab1751aa667ec518b500901431b43e73826c	1.0
05f53a7320e41e5c84c6d55d9db315e4d8771cf5	1.0
01cc3607ef5409f684fc1b55ed674e53bd1f8421	1.0
337571d2bfbed564258e98c9b7a50d336ebc6ce3	1.0
41a6edcfe1ca8e0d7d2d03256845d045d412961c	2.0
ae26f489e5d4eea6ec45c7f34315ed55322ee27d	1.0
56063b5c586c43885bd88273cc575026036e6f49	1.0
01c0be4ba064aee4cd19a5c8df4f699d788ff062	1.0
c4a5e8831aed6c2fef6436bcdd26da55c7aa210c	1.0
d4a0aa603b72c5fd8d9c3b62c28636ba9434d2fe	1.0
b03419e3b2205f75173e4916ba34cd31ccaed748	2.0
b7f8e2bd4d831496341ad5c88168a92fb82eb911	1.0
bc1bdd5b428120577ae1495c90ad92a4b643c467	1.0
466b2ce18ad14ecce36ec807e984d6a9f7733796	1.0
4c21785878a2c07d034cd29d562fb6ffe2ca0b26	2.0
95ed27450dd1c409cd3831215d0dc34185ca96b0	2.0
16fd31fe7458928c4b63c38d41cc327c4b8039c2	1.0
376c9af10b5e5990256716e669f34882403ccee8	2.0
8355673608a76add0616372d1cef6b7bb7767572	1.0
102bc3911881532d838c86eee79676705a7ed748	2.0
50ea193745b0e57e71c58375e16141e02c4e462a	1.0
3ff527c3178e45d624e9ffb575fe47e547856a3e	1.0
f2bdf88ca0eb51fad1c907653303dfb6441c5e5d	1.0
af32750deae3a968e1f0c1c8eea2662e2297b5e7	1.0
30f4ae4339c34cae919d63efc87c5eac7aa9b1a8	1.0
93ab7f7c81c21a5d1a77e4ff68332822d35c65a3	1.0
51862a1211f69a5c81ff3de56bdd7dc60d19bcb4	1.0
21f6d175b1205ea55f8e9993c78e1d9cb49ff681	1.0
1e358c8c9dcd74fd9ac25257e412f70d1ac2dbaa	1.0
0180cee89eb2075aa760416a29017f5b6defaf79	5.0
7ca7ef63f1c70ebc4f50fb0f0d80d5d86470c111	1.0
043d50c5cba01a165f49f28199af20614851b059	4.0
9e406af9e00fdfa1df0bc9e8121b07cd99c85319	8.0
